../v3/data/data5-5-1.dat     5   7  25          22       1 0.904
../v3/data/data5-5-1.dat     5   7  25          22       1 0.324
../v3/data/data5-5-1.dat     5   7  25          22       1  1.62
../v3/data/data5-5-1.dat     5   7  25          22       1 0.604
../v3/data/data5-5-1.dat     5   7  25          22       1  1.07
../v3/data/data5-5-1.dat     5   7  25          22       2 0.004
../v3/data/data5-5-1.dat     5   7  25          22       2 0.044
../v3/data/data5-5-1.dat     5   7  25          22       2  0.02
../v3/data/data5-5-1.dat     5   7  25          22       2  0.04
../v3/data/data5-5-1.dat     5   7  25          22       2 0.028
../v3/data/data5-5-1.dat     5   7  25          22       3 0.024
../v3/data/data5-5-1.dat     5   7  25          22       3 0.004
../v3/data/data5-5-1.dat     5   7  25          22       3 0.056
../v3/data/data5-5-1.dat     5   7  25          22       3 0.052
../v3/data/data5-5-1.dat     5   7  25          22       3 0.048
../v3/data/data5-5-1.dat     5   7  25          22       4     0
../v3/data/data5-5-1.dat     5   7  25          22       4 0.084
../v3/data/data5-5-1.dat     5   7  25          22       4 0.024
../v3/data/data5-5-1.dat     5   7  25          22       4 0.088
../v3/data/data5-5-1.dat     5   7  25          22       4 0.064
../v3/data/data5-5-1.dat     5   7  25          22      -1     0
../v3/data/data5-5-1.dat     5   7  25          22      -1     0
../v3/data/data5-5-1.dat     5   7  25          22      -1     0
../v3/data/data5-5-1.dat     5   7  25          22      -1     0
../v3/data/data5-5-1.dat     5   7  25          22      -1     0
../v3/data/data5-5-2.dat     5   7  25          16       1  0.02
../v3/data/data5-5-2.dat     5   7  25          16       1 0.012
../v3/data/data5-5-2.dat     5   7  25          16       1 0.008
../v3/data/data5-5-2.dat     5   7  25          16       1 0.008
../v3/data/data5-5-2.dat     5   7  25          16       1 0.044
../v3/data/data5-5-2.dat     5   7  25          16       2 0.048
../v3/data/data5-5-2.dat     5   7  25          16       2 0.116
../v3/data/data5-5-2.dat     5   7  25          16       2 0.012
../v3/data/data5-5-2.dat     5   7  25          16       2 0.048
../v3/data/data5-5-2.dat     5   7  25          16       2  0.06
../v3/data/data5-5-2.dat     5   7  25          17       3     0
../v3/data/data5-5-2.dat     5   7  25          17       3     0
../v3/data/data5-5-2.dat     5   7  25          17       3     0
../v3/data/data5-5-2.dat     5   7  25          17       3     0
../v3/data/data5-5-2.dat     5   7  25          17       3     0
../v3/data/data5-5-2.dat     5   7  25          17       4     0
../v3/data/data5-5-2.dat     5   7  25          17       4     0
../v3/data/data5-5-2.dat     5   7  25          17       4     0
../v3/data/data5-5-2.dat     5   7  25          17       4     0
../v3/data/data5-5-2.dat     5   7  25          17       4     0
../v3/data/data5-5-2.dat     5   7  25          17      -1     0
../v3/data/data5-5-2.dat     5   7  25          17      -1     0
../v3/data/data5-5-2.dat     5   7  25          17      -1     0
../v3/data/data5-5-2.dat     5   7  25          17      -1     0
../v3/data/data5-5-2.dat     5   7  25          17      -1     0
../v3/data/data5-5-3.dat     5   7  25          23       1 0.004
../v3/data/data5-5-3.dat     5   7  25          22       1  0.92
../v3/data/data5-5-3.dat     5   7  25          23       1 0.004
../v3/data/data5-5-3.dat     5   7  25          23       1     0
../v3/data/data5-5-3.dat     5   7  25          23       1     0
../v3/data/data5-5-3.dat     5   7  25          22       2 0.016
../v3/data/data5-5-3.dat     5   7  25          22       2 0.192
../v3/data/data5-5-3.dat     5   7  25          22       2 0.004
../v3/data/data5-5-3.dat     5   7  25          22       2 0.048
../v3/data/data5-5-3.dat     5   7  25          22       2 0.012
../v3/data/data5-5-3.dat     5   7  25          23       3     0
../v3/data/data5-5-3.dat     5   7  25          23       3     0
../v3/data/data5-5-3.dat     5   7  25          23       3     0
../v3/data/data5-5-3.dat     5   7  25          23       3     0
../v3/data/data5-5-3.dat     5   7  25          23       3     0
../v3/data/data5-5-3.dat     5   7  25          23       4     0
../v3/data/data5-5-3.dat     5   7  25          23       4     0
../v3/data/data5-5-3.dat     5   7  25          23       4     0
../v3/data/data5-5-3.dat     5   7  25          23       4     0
../v3/data/data5-5-3.dat     5   7  25          23       4     0
../v3/data/data5-5-3.dat     5   7  25          23      -1     0
../v3/data/data5-5-3.dat     5   7  25          23      -1     0
../v3/data/data5-5-3.dat     5   7  25          23      -1     0
../v3/data/data5-5-3.dat     5   7  25          23      -1     0
../v3/data/data5-5-3.dat     5   7  25          23      -1     0
../v3/data/data5-5-4.dat     5   7  25          21       1 0.012
../v3/data/data5-5-4.dat     5   7  25          21       1 0.068
../v3/data/data5-5-4.dat     5   7  25          21       1  0.04
../v3/data/data5-5-4.dat     5   7  25          21       1 0.024
../v3/data/data5-5-4.dat     5   7  25          21       1 0.032
../v3/data/data5-5-4.dat     5   7  25          21       2   0.2
../v3/data/data5-5-4.dat     5   7  25          21       2 0.008
../v3/data/data5-5-4.dat     5   7  25          21       2 0.044
../v3/data/data5-5-4.dat     5   7  25          21       2 0.012
../v3/data/data5-5-4.dat     5   7  25          21       2 0.076
../v3/data/data5-5-4.dat     5   7  25          21       3 0.004
../v3/data/data5-5-4.dat     5   7  25          21       3     0
../v3/data/data5-5-4.dat     5   7  25          21       3 0.004
../v3/data/data5-5-4.dat     5   7  25          21       3     0
../v3/data/data5-5-4.dat     5   7  25          21       3     0
../v3/data/data5-5-4.dat     5   7  25          22      -1     0
../v3/data/data5-5-4.dat     5   7  25          22      -1     0
../v3/data/data5-5-4.dat     5   7  25          22      -1     0
../v3/data/data5-5-4.dat     5   7  25          22      -1     0
../v3/data/data5-5-4.dat     5   7  25          22      -1     0
../v3/data/data5-5-5.dat     5   7  25          16       1     0
../v3/data/data5-5-5.dat     5   7  25          16       1 0.024
../v3/data/data5-5-5.dat     5   7  25          16       1 0.028
../v3/data/data5-5-5.dat     5   7  25          16       1  0.08
../v3/data/data5-5-5.dat     5   7  25          16       1 0.052
../v3/data/data5-5-5.dat     5   7  25          16       2 0.028
../v3/data/data5-5-5.dat     5   7  25          16       2     0
../v3/data/data5-5-5.dat     5   7  25          16       2     0
../v3/data/data5-5-5.dat     5   7  25          16       2 0.012
../v3/data/data5-5-5.dat     5   7  25          16       2 0.008
../v3/data/data5-5-5.dat     5   7  25          16       3     0
../v3/data/data5-5-5.dat     5   7  25          16       3 0.008
../v3/data/data5-5-5.dat     5   7  25          16       3     0
../v3/data/data5-5-5.dat     5   7  25          16       3     0
../v3/data/data5-5-5.dat     5   7  25          16       3 0.004
../v3/data/data5-5-5.dat     5   7  25          16       4 0.008
../v3/data/data5-5-5.dat     5   7  25          16       4 0.028
../v3/data/data5-5-5.dat     5   7  25          16       4 0.012
../v3/data/data5-5-5.dat     5   7  25          16       4 0.012
../v3/data/data5-5-5.dat     5   7  25          16       4 0.032
../v3/data/data5-5-5.dat     5   7  25          16      -1     0
../v3/data/data5-5-5.dat     5   7  25          16      -1     0
../v3/data/data5-5-5.dat     5   7  25          16      -1     0
../v3/data/data5-5-5.dat     5   7  25          16      -1     0
../v3/data/data5-5-5.dat     5   7  25          16      -1     0
../v3/data/data5-5-6.dat     5   7  25          18       1     0
../v3/data/data5-5-6.dat     5   7  25          18       1     0
../v3/data/data5-5-6.dat     5   7  25          18       1     0
../v3/data/data5-5-6.dat     5   7  25          18       1     0
../v3/data/data5-5-6.dat     5   7  25          18       1     0
../v3/data/data5-5-6.dat     5   7  25          18       2     0
../v3/data/data5-5-6.dat     5   7  25          18       2     0
../v3/data/data5-5-6.dat     5   7  25          18       2     0
../v3/data/data5-5-6.dat     5   7  25          18       2     0
../v3/data/data5-5-6.dat     5   7  25          18       2     0
../v3/data/data5-5-6.dat     5   7  25          18       3     0
../v3/data/data5-5-6.dat     5   7  25          18       3     0
../v3/data/data5-5-6.dat     5   7  25          18       3     0
../v3/data/data5-5-6.dat     5   7  25          18       3     0
../v3/data/data5-5-6.dat     5   7  25          18       3     0
../v3/data/data5-5-6.dat     5   7  25          17       4 0.016
../v3/data/data5-5-6.dat     5   7  25          17       4 0.088
../v3/data/data5-5-6.dat     5   7  25          17       4 0.012
../v3/data/data5-5-6.dat     5   7  25          17       4 0.008
../v3/data/data5-5-6.dat     5   7  25          17       4 0.004
../v3/data/data5-5-6.dat     5   7  25          18      -1     0
../v3/data/data5-5-6.dat     5   7  25          18      -1     0
../v3/data/data5-5-6.dat     5   7  25          18      -1     0
../v3/data/data5-5-6.dat     5   7  25          18      -1     0
../v3/data/data5-5-6.dat     5   7  25          18      -1     0
../v3/data/data5-5-7.dat     5   7  25          19       1 0.112
../v3/data/data5-5-7.dat     5   7  25          19       1  0.08
../v3/data/data5-5-7.dat     5   7  25          19       1  0.02
../v3/data/data5-5-7.dat     5   7  25          19       1 0.008
../v3/data/data5-5-7.dat     5   7  25          19       1  0.04
../v3/data/data5-5-7.dat     5   7  25          19       2     0
